FirstName,LastName,DateOfBirth,ProductID,Star,Comment
Corrianne,Forder,9/18/1996,217, 5.0 , I bought this (with an extra Wilson loco) for my very bright two year old grandson over 18 months ago.  It has easily been his all-time favourite toy and he always wants to play with it when he visits.  The larger size of the locos are just the right size for him to play with by himself and and the interactive noises keep him interested for ages.  The track must have been set out and taken up over 100 hundred times now but everything still works perfectly with absolutely no broken parts (which I find amazing). 
Corrianne,Forder,9/18/1996,218, 5.0 , This toy has been arrive in time. This a really good point and were just got what we wanted . We didnt open it yet  but I think this toy  will be fine. Many thanks. 
Corrianne,Forder,9/18/1996,219, 2.0 , An interactive toy with few elements and too expensive....it looks like durable. I dont like this product! thanks for your attention. 
Corrianne,Forder,9/18/1996,220, 5.0 , excellent set easy for my 4 year old to put together and the interactive trains are really good highly recommended
Meggi,Roke,6/13/1945,221, 5.0 , Fully satisfied with the supplier/delivery/ and performance of this product.
Meggi,Roke,6/13/1945,222, 5.0 , Very good product with fast delivery
Meggi,Roke,6/13/1945,223, 4.0 , Its an N gauge BR Mk1 Restaurant car nicely modelled and free running under magnification even the tiny signs on the windows and underframe are ligible.
Meggi,Roke,6/13/1945,224, 5.0 , Add to my Hornby collection.
Meggi,Roke,6/13/1945,225, 5.0 , Absolutely great exactly what it should be.good quality. A very pleased partner
Meggi,Roke,6/13/1945,226, 5.0 , Great item
Meggi,Roke,6/13/1945,227, 5.0 , delivered ahead of estimated date and is a first class item
Meggi,Roke,6/13/1945,228, 3.0 , Its ok just a train to push around doesnt go on its own. Only has a couple of phrases on its own. I only have 2 interactive trains they say a few things to each other but not a lot. You would need everthing for it to say as much as it can! To be honest my son would have been happy if it didnt say anything at all. He played with them when I first got them and now they dont get out of the toy box much but thats just kids! 
Meggi,Roke,6/13/1945,229, 5.0 , Ordered a pair of these toys for use with the Interactive train set which I got my son for Christmas.First impressions are that the toys had me and the wife chuckling away in astonishment at how smart they are they will actually recognise who they are talking to by name and interact with a couple of sentences. Most times it seems to be a different phrase but I can imagine the kids having loads of fun as I believe they will interact with the track itsself as well.Got them on special offer with Amazon would work out fairly expensive paying full price for them all but for a fiver each SUPER!!! 
Meggi,Roke,6/13/1945,230, 1.0 , My daughter bought this for herself with her Christmas money very disappointed when it turned up and wasnt English speaking.We have Wilson and when they speak English they are great thats the only reason it has been marked down. 
Meggi,Roke,6/13/1945,231, 4.0 , We bought this for our little boy Koko is the only train whos name he can say and as soon as he opened it we got a big smile :)Koko says lots of different phrases to the other trains and appropriate things at the different stops - chugg wash rock quarry etc. She also uses electricity from the refuelling depo so she is different to the other trains we have that all take diesel.It is also nice to have a girl on the team as most of the other trains are male (wilson brewster mtambo chatsworth dunbar etc).Overall; well worth the £5.55 we paid for it! Recommended for Chuggington fans!8 out of 10. 
Meggi,Roke,6/13/1945,232, 5.0 , Wilson and Koko purchased for grandson.  Atrrived promptly; excellent value as on offer at Amazon.This interactive railway set is just amazing; a trainfastic Christmas! 
Meggi,Roke,6/13/1945,233, 3.0 , Have to be honest i genuinly expected the engines to move themselves. Judging by the fact the engines are twice the size of the standard ones and why put a non slip type surface on the slopes when their to be pushed by hand ? I bought 3 different sets to build a larger layout and not a hand in site on any of the pictures !Quality of the track and engines and extras very good but the technology to make them move is not new  and would have been so simple and easy to install as they need batteries anyway. 
Lian,Muirden,5/28/1978,234, 4.0 , Slightly dissapointed that they dont interact automatically. You have to continually press the horn when approaching another chugger or tunnell chugwash etc..... great for the older child in the age range. 
Lian,Muirden,5/28/1978,235, 4.0 , This was bought for a little boy who is nearly 3it was a present Im told by his mum its much played with.
Lian,Muirden,5/28/1978,236, 5.0 , Excellent swift service and quality product.
Lian,Muirden,5/28/1978,237, 4.0 , A very good train set and very popular with the young infants in my family (from 2-5 years old).  The range of layouts that you can build is good and the pieces are easy to assemble even for little ones.  Both trains run well in the tracks.  The wood is a good fine grain that does not splinter easily and is well finished so is safe for children to handle.  It is also quite robust.  A couple of minor issues.  The track supports for the elevated section are rather too narrow and can fall over easily.  If they were a square section they would be more stable and support the elevated pieces much better.  This can be remedied by cutting duplicate supports and glueing them together to make the square cross section.  Also a couple of extra pieces to act as joining pieces would help add yet more variety to the layout designs.  One that is needed is another double hole joint and the other a double plug connector.  Nevertheless overall it is a highly recommended product that can keep youngsters safely occupied for hours.  But for these minor failings I would have given it 5 stars. 
Lian,Muirden,5/28/1978,238, 4.0 , The only problem is that you have to play very delicately with parts of the set as the bridges are raised up on wood blocks that are easily knocked over by small hands and feet. 
Candida,Cella,4/21/1996,239, 5.0 , Fantastic train set my 2y/o loved this.  A few of the connector pieces have come out but that is easily fixed- otherwise excellent condition and good value for money 
Candida,Cella,4/21/1996,240, 1.0 , Looks great but poorly designed. Most of the track is raised up on wooden blocks easy to knock over my 3 year old was unable to use easily.
Candida,Cella,4/21/1996,241, 5.0 , a high five this time round because it is a very well engineered and crafted piece of machinery and it runs real smooth also she has got the lines(a good looking body)that is why i recommend this product to all you budding railway enthusiasts out there and to those who are thinking about getting started (you do not need an anorak) just a lot of enthusiasm and a will to create plus she rolled in on time and delivered well boxed and securely wrapped by a very courteous gentleman again a good job well done excellent  many thanks to you all  thank you 
Candida,Cella,4/21/1996,242, 4.0 , Very good value for money 
Candida,Cella,4/21/1996,243, 5.0 , I like it arrived on time running fine. 
Candida,Cella,4/21/1996,244, 5.0 , this was wonderful and  great value 
Candida,Cella,4/21/1996,245, 5.0 , ok
Candida,Cella,4/21/1996,246, 5.0 , FIRST CLASS
Candida,Cella,4/21/1996,247, 5.0 , A superb model from Hornby of the ex.GER J15 0-6-0 mixed traffic locos which I remember regularly seeing in my 1950s childhood during long holidays with my grandparents in rural East Anglia. Only so far given limited test running this loco will soon feature on a layout currently being built based on the old GER Audley End - Bartlow branchline. Runs very nicely and incorporates a stunning amount of fine detail. Has me feeling quite sentimental !
Candida,Cella,4/21/1996,248, 5.0 , This is a finely-detailed HO-scale model of a Bavarian Sate Railways (Epoch 1) baggage/post wagon in the standard epoch 1 green livery with a grey-green roof. It is a short four-wheeled vehicle with smooth flat sides and two end platforms. Some internal detail can be seen through the windows. The running number is Munchen PpostL 21029.This model is fitted with the standard ‘loop’ style of coupling. It is packaged in the current standard Trix card box with a transparent window with the usual transparent plasticky internal packaging but with only a base and two folding-up end-pieces no top.This is a beautifully detailed model as you would expect from Trix with some fine details already in place but there is a packet of delicate bits for you to add. It is of a high quality of manufacture.Note that I paid £32 for my model so it is worth shopping around in your local model shops – or even a distant one.
Candida,Cella,4/21/1996,249, 4.0 , Excellent quality and sensibly packed.
Candida,Cella,4/21/1996,250, 5.0 , This has been bought to send to a 2 month old baby in America called Duncan.  His Mum is amazed that I have found it and is awaiting its arrival.  It was delivered the day after I ordered it in perfect condition.  Thank you.  You have made one new Mum very happy. 
Candida,Cella,4/21/1996,251, 5.0 , Great train as I have many of them . My child loves it has it goes with the rest of them 
Candida,Cella,4/21/1996,252, 5.0 , Grandson loved it 
Clyde,Aitchinson,2/18/1984,253, 5.0 , Perfect
Clyde,Aitchinson,2/18/1984,254, 5.0 , Walthers Trainline make great  but not expensive freight cars - and they couple closer than Bachmann cars
Clyde,Aitchinson,2/18/1984,255, 5.0 , This is an excellent HO scale diorama piece comprising of a long wooden wagon with a seated driver and various sacks inside and with two horses hauling it. This is an interesting and finely-detailed model and would be an excellent decoration for a farm or country scene.As you would expect from Preiser these figures are of a high quality of manufacture detail and colouring. Note that I originally paid £14 for my set so it pays to shop around in your local model shops – or even a distant one. I live in London but find it worth travelling as far as Faversham in Kent to the Hobby Shop there for my models.
Clyde,Aitchinson,2/18/1984,256, 5.0 , This is a first class model up to the usual Kato standard. A superb runner straight out of the box.
Clyde,Aitchinson,2/18/1984,257, 5.0 , Excellent for the purpose  for which I bought it - making rock formations for a model raileway
Clyde,Aitchinson,2/18/1984,258, 4.0 , this is a suppurb addion to any train set n kids love hanging mail bags on the hook that the coach picks up n drops off as it goes round only problem is the the trigger mechonisums are a fiddle to fit to track n keep popping off! the instuction are naff but the drop-off works well over railer uncoupler track 
Clyde,Aitchinson,2/18/1984,259, 5.0 , This is a new addition to my Flying Scotsman train set and fits in well with the other coaches already added. 
Ulysses,Kasper,12/2/1976,260, 5.0 , Amazing. It really works.  Well done hornby. 
Ulysses,Kasper,12/2/1976,261, 5.0 , A birthday present from my daughter to give me something to do over Xmas. I found it reasonably easy to fit to my track and with a few minor adjustments could pick up the sacks of mail. The grandchildren will enjoy this extra activity on an already busy layout.
Ulysses,Kasper,12/2/1976,262, 5.0 , Train set received in excellent condition good quality and worth the money as u receive additional trake side acceceriesAnd delivered well within time scale will be buying more items in near future keep up the good work. 
Ulysses,Kasper,12/2/1976,263, 5.0 , I bought this product for my younger brothers Christmas. It arrived well within the proposed delivery period and in perfect condition. All of the relevant paper-work was included and - most importantly - its intended recipient is thrilled. 
Ulysses,Kasper,12/2/1976,264, 5.0 , Youngest son bought this with his birthday money. He is over the moon with it. 
Ulysses,Kasper,12/2/1976,265, 5.0 , Good quality  well worth money  was delivered in good time 
Ulysses,Kasper,12/2/1976,266, 5.0 , My son loved it and best value I was able to find on the market didnt disappoint and added track B very effectively. 
Rivalee,Ousby,9/7/1994,267, 5.0 , This was a very good purchase for Christmas was a larger layout than expected but very good all the same 
Rivalee,Ousby,9/7/1994,268, 5.0 , bought this for my 7 year old son its for xmas so he hasnt seen it yet but im very pleased. 
Rivalee,Ousby,9/7/1994,269, 5.0 , Great train set my grandson loved it.  P BARBER.
Marion,Aubry,7/6/1998,270, 5.0 , These signals are good value for money and are relatively straightforward to assemble from the instructions. Definitely worth a try for your first attempt. 
Marion,Aubry,7/6/1998,271, 5.0 , Great product.
Marion,Aubry,7/6/1998,272, 5.0 , Excellent model in perfect condition from reputeable amazon seller however it was returned for a refund because its couplings were not compatable with my other Railjet coaches. I was previously ignorant of the fact that Roco Railjet coaches with internal lighting do not have the same couplings as those without. Roco Railjet coaches 64722 / 64723 / 64724 have internal lighting powered through connections in the couplings.
Marion,Aubry,7/6/1998,273, 5.0 , This is the older E7 model from Kato but still carries there quality hallmark It fits in great with my Japanese model railway although you do need the 3 or 6 car extension to give it a better feel. 
Marion,Aubry,7/6/1998,274, 5.0 , SMOOTH RUNNING TRAIN VERY PLEASED WITH DELIVERY
Marion,Aubry,7/6/1998,275, 4.0 , Excllent model with accurate details.
Marion,Aubry,7/6/1998,276, 5.0 , See review for over head station 
Mile,Ogles,7/9/1942,277, 5.0 , All good
Jimmie,Valens-Smith,5/17/1980,278, 5.0 , Good track good tight fitting perfect 
Jimmie,Valens-Smith,5/17/1980,279, 4.0 , good product
Jimmie,Valens-Smith,5/17/1980,280, 5.0 , Bought as its cheaper than the alternatives for basically the same thing. Looks the part engine drive not tender thankfully. Very well detailed and the seller I bought from was faultless arriving by Parcelforce three days later. 
Jimmie,Valens-Smith,5/17/1980,281, 5.0 , This is a really nice looking model train.It is DCC ready and in the oo gauge scale.The details are really nice and I just love the colour of this model train.I have wanted this for a long time and I am not disappointed by it at all.My ratings of this model train are 5 star for fun as when this is on anyones track it will not disappoint in the fun it will bring you.The educational value I have left blank as I dont really think that there is any educational value to this as its there to be looked at or used on a model railway track to be an addition to a collection of your model railway.The durable rating is 4 star as it feels nicely made and solid however I am sure if its dropped from a height then it would most probably cause damage and finally the overall rating is a 5 star as its a beautiful addition to any model railway.Highly recommended to any model train enthusiast or simply as a decorate model to just look at either way I am sure you would love this train. 
Jimmie,Valens-Smith,5/17/1980,282, 5.0 , This model is very reasonably priced  and the best thing about Hornby Railroad series models you can upgrade them with extra partsto look more realistic but they are good realistic models at the price in there own right Recommended 
Jimmie,Valens-Smith,5/17/1980,283, 5.0 , This model is equal in looks and performance to the more expensive Hornby version although having a different motor it pulls at least 6 coaches smoothly and easily. 
Jimmie,Valens-Smith,5/17/1980,284, 4.0 , bought this for my sons birthady later this month so rating is based on the quality of the other Hornby we bought at the same time for Christmas 
Jimmie,Valens-Smith,5/17/1980,285, 5.0 , Railroad offers more robust options for younger users while still offering good performance. This product at this price represents outstanding value. 
Jimmie,Valens-Smith,5/17/1980,286, 5.0 , excellent value and could not ask for better service the engine was spot on and great value for money great 
Jimmie,Valens-Smith,5/17/1980,287, 5.0 , A nice loco. BUT it doesnt go round tight curves if the track is the new Hornby standard
Jimmie,Valens-Smith,5/17/1980,288, 4.0 , Runs well...need some mock passengers in the seats!
Jimmie,Valens-Smith,5/17/1980,289, 5.0 , My daughter loves this and runs and jumps about with excitement 
Jimmie,Valens-Smith,5/17/1980,290, 4.0 , Loses a star for being too loud. Its great otherwise. The lights are pretty and the bump and go movement is fun for my 3 year old.
Jimmie,Valens-Smith,5/17/1980,291, 5.0 , Great model
Jimmie,Valens-Smith,5/17/1980,292, 4.0 , Arrived as expected and worked fine straight out of the box. It seems slightly wider than most so be careful if you use parallel tracks especially flexible track. 
Amos,Ashenhurst,1/21/2012,293, 5.0 , Quick delivery excellent great looking train set very smooth running and fast. Good value with 4 car set no problems at all with it. 
Amos,Ashenhurst,1/21/2012,294, 5.0 , Great train set for any enthusiast and a must have for all modern train sets 
Amos,Ashenhurst,1/21/2012,295, 4.0 , Very good track needs to be on a board 
Amos,Ashenhurst,1/21/2012,296, 4.0 , Good model
Amos,Ashenhurst,1/21/2012,297, 5.0 , Fantastic detail! A beautiful model traction engine. Hopefully recipient will be thrilled as brought up in the town where Pat Collins lived and became Mayor. His Wakes were held yearly during August Bank Holiday and were the highlight of summer. These beautiful traction engines were then always used to power the rides and alongside fairground organs are pure nostalgia!
Amos,Ashenhurst,1/21/2012,298, 5.0 , easy to couple with other models great to expand set of power trains.  This is ideal as a gift to complement the starter kit which come with only one engine
Amos,Ashenhurst,1/21/2012,299, 5.0 , I bought this for my 2 year old grandson and he loves it so much. I have also bought him others in the series. They are very strong toys due to being die cast and do take a lot of banging and bumping about during play without damage to their paintwork.My grandson is obsessed with rescue scenarios at the moment and loves to bring Kevin in to help if James crashes. The fact that James talks too enthralls him. He gets so excited everytime he gets a new engine as he wants to hear what it sounds like. He has to date..Thomas Spencer Percy Diesel Tobyand some others. He has Bertie bus and a small Harold too.Its great they have magnets too which means all the engines can pull each other and their tenders. He likes to swap them all about and put them all together in a long line. This is one of the toys Ive seen him having the most pleasure from so far. He plays contentedly for hours with these engines making up his own scenarios.I have more of these put away for him and have just given him Spencer which he again loved.One little comment I wish it was made plain in Amazons product details which ones talk and dont. Which are die cast etc I find myself sometimes going through products for an age or going to other sites to make sure I have the right one.Sometimes a search for talking brings up non talking in the mix as well. Not a major point and not a dig at Amamzon as I use them constantly and Im always pleased with the service but it would make shopping for these quicker and easier. Brilliant toys all round great fun and kids love them. 
Amos,Ashenhurst,1/21/2012,300, 5.0 , Great little engine! My son loved the fact he lights up and makes sounds. 
Amos,Ashenhurst,1/21/2012,301, 5.0 , As all these toys this one does not disappoint. They are hardy toys which is a good thing with my 3 year old son and he gets alot of enjoyment out of them.Would recommend. 
Amos,Ashenhurst,1/21/2012,302, 5.0 , Lovely little toy robust well made and very amusing that it talks will keep my Grandson happy for a while shame its not a little bit larger but very pleased with it. 
Weidar,Dartan,6/28/1956,303, 5.0 , quite small-but perfect for any small Thomas lovers- my 2 year old nephew never lets Thomas or James out of his sight!!!
Weidar,Dartan,6/28/1956,304, 4.0 , The carriage arrived promptly  it is in good condition and described accurately. It was a little expensive although a little cheaper than a new product. In retrospect i would make the purchase again.
Weidar,Dartan,6/28/1956,305, 5.0 , Excellent.  Well worth the wait for delivery from Japan. Fits n gauge passenger coaches really well. My 2nd purchase of this product from this supplier. Thank you. 
Weidar,Dartan,6/28/1956,306, 5.0 , A quality storage case for your N gauge trains. Easy to remove inserts. You just pull out the ones you want. No cutting is needed. My Kato train set fits perfectly.
Weidar,Dartan,6/28/1956,307, 5.0 , just what my husband required for his train set layout
Weidar,Dartan,6/28/1956,308, 5.0 , Fab  coaches  look very good and stable  far better than the fairish ones :) and they have pick-ups so you can have lighting etc ..
Weidar,Dartan,6/28/1956,309, 5.0 , Just what was required a good buy thanks!
Austin,Mandres,12/4/1968,310, 4.0 , I paid 170. At that price it would have been nice to have a dcc chip supplied with the loco .Having said that most of these are destined for display cabinets as is mine. For that reason it loses a star. Superb in every other respect.
Austin,Mandres,12/4/1968,311, 5.0 , Everything you need to get started bought seperately this set would be double the price - all you need is two DIY paste tables a room to put them in and a big kid to set up and a little kid if he is lucky to watch and join ion a little bit 
Austin,Mandres,12/4/1968,312, 4.0 , At £50 this is a bargain and a really good set to start off a model train hobby. My 5 year old was desperate to have his own proper train set and I was concerned over getting one of the >£100 sets so this fit the bill. The track mat is a great idea and didnt take long to assemble it all.My only problem was with the controller. Everytime there was a derailment the controller would stop working for about 1 minute one of its safety features. I gave up with it in the end and got a better one off the Internet. 
Austin,Mandres,12/4/1968,313, 4.0 , NOW ALL WE NEED TO DO IS KEEP BUILDINGAND HES LOOKING FORWARD TO THAT :) THIS IS HIS FIRST TRAIN SET AGE 7. 
Austin,Mandres,12/4/1968,314, 3.0 , This product was really good to start off with.Unfortunately the motor carriage broke pretty quickly.To solve: take the blue roof off and charge a screw driver with static.Take dust off the motor by hand and then remove it with the screwdriver.After this has been great although for £50 you can get the lakelander with extra track and a much better motor carriage!Overall Good but better hornby out there... 
Austin,Mandres,12/4/1968,315, 5.0 , The look on my sons face said it all. This is perfect for any budding modeller. Will be putting the track on to a slotted board so its quicker and easier to set up. My sons jaw hit the floor when he opened this on his 5th birthday last week. Excellent quality build too. 
Austin,Mandres,12/4/1968,316, 5.0 , Bought this for my 4 year old train enthusiast..He loves it.. It is a bit tricky to put on the track but once its on its perfect.No good for a heavy handed child but as long as they are quite careful its great.He has used it every day since Christmas 
Austin,Mandres,12/4/1968,317, 5.0 , Fab item great value for money! Would highly recommend this to all.A must for anyones collection for hrs of fun! 
Austin,Mandres,12/4/1968,318, 5.0 , it is amazing great money you should get it for sny present ot home use detail is amazing and a great hornby set everybody should have one.
Austin,Mandres,12/4/1968,319, 4.0 , Model is a very reasonable representation of th real thing  one thing that grates is the tender brake shoes not inline with the tyres see no excuse for this toytrain extra.Bad point Bachmann. 
Austin,Mandres,12/4/1968,320, 5.0 , Fine would buy again
Austin,Mandres,12/4/1968,321, 5.0 , Absolute superb kit and exactly what I wanted!I didnt buy this kit to just build a Rainbow because in my opinion I dont like the Rainbow type of ride (i think its rather boring!) I actually bought it so that I could convert it into a Inverted Pirate Ship for a small diorama.The Kit itself is fantastic Highly detailed and a wonder to build. Its also very easy to modify if thats what you want to do! 
Austin,Mandres,12/4/1968,322, 1.0 , OK if you are in to ~Airfix models as these have at least 300 seperate pieces.. 
Austin,Mandres,12/4/1968,323, 5.0 , Bit small I thought it was a real lot bigger But is very good 
Cordey,Palfery,8/15/2000,324, 4.0 , Very good 
Cordey,Palfery,8/15/2000,325, 5.0 , Perfect
Cordey,Palfery,8/15/2000,326, 5.0 , great addition to my collection
Cordey,Palfery,8/15/2000,327, 5.0 , This a really accurate model of the Brighton Belle as it first appeared in 1932. Its detail correct up until about 1952 when new bogies were used to help improve the ride and the second(third) class Pullmans changed their logo to simply Car No.88 etc.I have bought the full 5 car set using matching coaches also made by Hornby. The Hornby list price is right for what you get but my budget doesnt go that far so Ive shopped around and found absolute bargains both on amazon and ebay sites as sellers discount their stock to get a quick sale.The train itself runs very well and although there is only one power bogie it is more than adequate to pull the whole 5 car train up the 1 in 30 inclines on my layout.The chassis is made of metal which gives extra adhesion but the real key to this is how Hornby have arranged the power collection for the lighting to run from the power car itself through the couplings to all the cars rather than collect it from each of the carriages bogies. This way there is no additional friction at all from pick-ups which might reduce power.It runs perfectly well in either direction even though the power bogie is in one of the end driving cars.Well done Hornby and well done amazon for providing the market place where sellers can provide the discount I need.
Cordey,Palfery,8/15/2000,328, 5.0 , very good but this is not from Una  Coombs because she died over one year back
Cordey,Palfery,8/15/2000,329, 5.0 , Great thanks! 5 stars!
Lura,Skipping,10/7/1994,330, 5.0 , arrived well ahead of time
Lura,Skipping,10/7/1994,331, 5.0 , I bought this for my 3 year old son who is obsessed with Thomas and the Trackmaster collection. He absolutly loves the day of the diesels film so I got him this train along with Den Dart and Bell. Its still great fun like all previous trackmaster trains and is fantastic for any child who loves playing with trains. I think its great for developing imaginative play too as he now makes the diesels and steamies role play and talk and weve painted an old box to make a diesel works. He absolutly loves diesel 10 and takes him everywhere. The only criticism I would have is that he requires a C cell battery which I have to replace every 2-3 days but this is probably because my son literally plays with him from the moment he gets up to the time he goes to bed! 
Lura,Skipping,10/7/1994,332, 1.0 , TrackMaster should redesign this toy.  I gave it to my grandson on Christmas Day.  He had been asking to have a Diesel 10 for months and was so pleased when he opened it.  The battery does not stay in place.  Any jolt or movement dislodges the battery which has only the metal connections to each end holding it in a large space.  We tried packing it with card but in the end playdough all round the battery filling the cavity held it in place so he could play with it.It is so disappointing for children when new toys dont work.  This is not the only Thomas engine that needs better design. 
Lura,Skipping,10/7/1994,333, 5.0 , I knew what to expect and was not disappointed. Another Thomas the Tank Engine train to add to my grandsons collection.  He was very happy with it. 
Lura,Skipping,10/7/1994,334, 4.0 , Ok...the engine itself is well made and should last. But its damned expensive for what it is.I would also note that the grabber is fixed with only the jaws opening. True a fully mobile grabber would last around 2 hours with the average small boy but I would just take note in case its expected.The lad loves it though so minor quibbles only... 
Lura,Skipping,10/7/1994,335, 5.0 , Our son loves the Thomas Trackmaster trains and track. Luckily he already has a couple of sets as this playset is just a train.It does say what is included in the details to be fair but I still think the product name is misleading.I cant fault the train though other than the claw arm being fixed in place. Its the first thing our lad tried to move! 
Lura,Skipping,10/7/1994,336, 5.0 , My three year old watched day of the diesels recently and all he wanted was a diesel 10 toy. Thank goodness for Amazon as I couldnt find this toy in any toyshop. He is now planning which engine is next on his list.......whichever one he picks I will be back to Amazon to buy it! 
Lura,Skipping,10/7/1994,337, 4.0 , My 3 year old got this for Christmas he loves it although his only negative comment was about the grabbing arm on top. It is fixed in place and doesnt move. However Diesel 10 loves racing around the track up to no good. 
Odilia,Dumbrell,11/27/1958,338, 5.0 , Bought this as a Christmas present for a little boy who loved it he is mad about the character. It works well on the track and face is much more realistic than the smaller diecast model.
Odilia,Dumbrell,11/27/1958,339, 5.0 , This is a nicely-detailed HO-scale model of a Bavarian Sate Railways (Epoch 1) 3rd class express bogie coach – type CCu - in the standard epoch 1 lined green livery with a black roof. This is a very modern style of side-corridor coach with end-vestibule entrances and ‘concertina’ connections for accessing other carriages. Some internal detail can be seen through the windows such as the partitions and seating (which differs slightly from the 1st and 2nd class coaches) and there are opaque-window lavatory compartments. The running number is CCu 13017 and the destination board is for a Munich to Berlin service.This model is fitted with the standard ‘loop’ style of coupling. It is packaged in the current standard Trix card box with a transparent window with a transparent plasticky internal tray with side cover.This is a nicely detailed model of a high standard of manufacture. Note that there are other models available to form a rake of the Munch to Berlin coaches along with a baggage car.
Odilia,Dumbrell,11/27/1958,340, 5.0 , Yes 
Jess,Heggadon,11/19/1993,341, 5.0 , Good
Jess,Heggadon,11/19/1993,342, 5.0 , Great price and product. Very pleased with purchase and service.
Jess,Heggadon,11/19/1993,343, 5.0 , This is an excellent HO scale diorama piece comprising of a high-sided blue heavy wooden wagon with a driver standing inside it and two horses hauling it. This is an interesting and finely-detailed model and would be an excellent decoration for a farm or country scene.As you would expect from Preiser these figures are of a high quality of manufacture detail and colouring. Note that I paid £12 for my model so it can be worth shopping around in your local model shops – or even a distant one. I live in London but find it worth travelling as far as Faversham in Kent to the Hobby Shop there for my models.
Jess,Heggadon,11/19/1993,344, 5.0 , Smashing train grandchildren will love it
Jess,Heggadon,11/19/1993,345, 5.0 , Beautiful model well detailed and has a solid feel to it. They say keep em in the packaging but i never listen hehe regardless this loco model is truly beautiful; sad that this particular gresley never got preserved but still this is a fitting tribute to the silver link :) 
Jess,Heggadon,11/19/1993,346, 5.0 , A very good  highly detailed model a bit smaller than I expected but well made and well worth purchasing. 
Jess,Heggadon,11/19/1993,347, 5.0 , ALL THREE MODEL STEAM ENGINES ARE PERFECT THEY TAKE ME BACK TO WHEN I USED TO GO TRAIN SPOTTING AND WATCH THEM ROARING THROUGH THE STATIONS 
Jess,Heggadon,11/19/1993,348, 5.0 , Excellent product well pleased with it. Delivery time great too. 
Jess,Heggadon,11/19/1993,349, 5.0 , excellent present
Jess,Heggadon,11/19/1993,350, 5.0 , Track needs to be very clean and does not cope too well with points.
Jess,Heggadon,11/19/1993,351, 5.0 , this train is amazing for young children as so well built and the carriage joining are so more less frustrating for them highly recommended
Alley,Claiden,2/21/1953,352, 5.0 , Excellent value for money and as stated 
Alley,Claiden,2/21/1953,353, 5.0 , great value arrived early still boxed
Alley,Claiden,2/21/1953,354, 4.0 , A challenging assembly especially in the valve gear area lots of lovely fiddly bits be very sparing with the glue! I remember the same problem half a century ago with the original Airfix kit. Airfix original tooling is used to create a finely detailed modelWith painting care a couple or more kits are cheap enough to make excellent props rusting forlornly away in a siding waiting for the scrapman 
Yvon,Bowland,11/26/1987,355, 5.0 , Fantastic little kit. Some fiddly bits but with careful glueing and assembly the drive gear and wheels will turn. Would buy again. 
Yvon,Bowland,11/26/1987,356, 3.0 , cant relly comment on it as I have not built it yet but the moulding looks okay for the age of the original kitfor the price I dont expect it to be perfect. 
Yvon,Bowland,11/26/1987,357, 5.0 , This is my third need I say more.
Yvon,Bowland,11/26/1987,358, 4.0 , nice not suitable for my grandson
Florenza,Coaster,5/16/2006,359, 5.0 , First rate little models beautiful mouldings nicely painted and simple to click together. Ive caught the Shorty bug !
Florenza,Coaster,5/16/2006,360, 5.0 , As usual from Dapol quality kit.Easy to follow instructions and with care an excellent model appears.Paint and glue required 
Florenza,Coaster,5/16/2006,361, 5.0 , Good value exactly what I wanted well packed will buy again when required  a good range of products well done 
Florenza,Coaster,5/16/2006,362, 5.0 , Good item for the model railway 10/10 
Florenza,Coaster,5/16/2006,363, 5.0 , perfect
Florenza,Coaster,5/16/2006,364, 5.0 , First time thatIhave used these itemsand I was very pleased with the results.I was not sure if I had ordered the correct Friction-Bearingsbut no fear I had and I was pleased.  Mike
Florenza,Coaster,5/16/2006,365, 5.0 , Excellent model loco with finite detail
Florenza,Coaster,5/16/2006,366, 5.0 , It was a Christmas present for my grandson I brought it because he like playing with trains and things like that.
Florenza,Coaster,5/16/2006,367, 5.0 , Very good.  Dont forget to include a current limiting resistor.  That said they draw so little power I have 30 of them on a layout.  Ive also painted them with a translucent yellow paint bright white.
Florenza,Coaster,5/16/2006,368, 5.0 , This product is designed as a scale model for adult collectors - it is not a toy for children and the Amazon category should reflect that.However turning to the actual product - the Sir Nigel Gresley A4 Pacific Class Locomotive model which is supplied with tender - it is a nicely presented scale model which is highly detailed in terms of paintwork wheels pistons and piping etc.  The amount of work that must have gone into producing this model is significant and it has resulted in a good quality model especially in view of the price. I think the finish is very good although it is a static model eg. the wheels etc. do not rotate and it is fixed to its stand which is effectively a short length of track. The real locomotive is preserved by the North Yorks Moors Railway and this replica certainly does justice to it.The model is supplied in an outer sleeve which protects a clear plastic case in the case of my model it also has a removable thin plastic film over part of it as an additional protection. At the price you couldnt really ask for more and if like me you are short of space the 1:120 scale is ideal. Recommended. 
Florenza,Coaster,5/16/2006,369, 5.0 , I bought this as a present for my dad for Christmas as he is a massive fan of trains especially Sir Nigel Gresley. It is a shame that it doesnt go on his railway track but it is still a very well made and lovely product. I would defiantly recommend this as a gift for someone who is a fan of the rail legends. 
Florenza,Coaster,5/16/2006,370, 4.0 , He was delighted with this model. As a train fanatic he was not disappointed. He has seen the real Sir Nigel Gresley on a number of occasions. 
Florenza,Coaster,5/16/2006,371, 5.0 , Bought as an 80th birthday gift for retired train driver. He loved it!  May buy similar for may husband who was very impressed. 
